name,product_id,price,brand,age,images,color,shoes sizes
Instapump fury og - re//connect energize,680353,2999.00,Reebok,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2262578/original.jpg', 'http://assets.superbalistcdn.co.za/2262578/original.jpg']",ftwr white/chalk/glass blue,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11']"
X-ray 2 square mid,715631,1599.00,PUMA,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2262072/original.jpg', 'http://assets.superbalistcdn.co.za/2262072/original.jpg']",Forest night-forest night-puma black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
"Blazer mid '77 ""First Use""",684635,2099.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2259091/original.jpg', 'http://assets.superbalistcdn.co.za/2259091/original.jpg']",orange/white-deep royal blue,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Air Max 90 - white/volt-black-pure platinum,684650,2599.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2259041/original.jpg', 'http://assets.superbalistcdn.co.za/2259041/original.jpg']",white/volt-black-pure platinum,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 6.5', 'UK 7.5', 'UK 8.5', 'UK 9.5', 'UK 10.5', 'UK 11.5']"
Stan Smith,676002,1499.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2260558/original.jpg', 'http://assets.superbalistcdn.co.za/2260558/original.jpg']",core black/core black/ftwr white,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Retro GTS - black/white,684628,1199.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2259018/original.jpg', 'http://assets.superbalistcdn.co.za/2259018/original.jpg']",Black/White,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Retro GTS - gym red/white-black-matte aluminum,684630,1199.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2259026/original.jpg', 'http://assets.superbalistcdn.co.za/2259026/original.jpg']", gym red/white-black-matte aluminum,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
"Air Force 1 '07 LV8 ""First Use""",684642,2099.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2259074/original.jpg', 'http://assets.superbalistcdn.co.za/2259074/original.jpg']",university red/white-deep royal blue,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Nike air max 2090 - white/black-pure platinum-volt,684652,2799.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2258549/original.jpg', 'http://assets.superbalistcdn.co.za/2258549/original.jpg']",White/black-pure platinum-volt,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Air Force 1 '07 - black/black,624559,1899.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2258984/original.jpg', 'http://assets.superbalistcdn.co.za/2258984/original.jpg']",Black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Retro GTS - white/midnight navy-matte aluminum,684629,1199.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2258589/original.jpg', 'http://assets.superbalistcdn.co.za/2258589/original.jpg']",White/midnight navy-matte aluminum,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
"Blazer mid '77 ""First Use""",684634,2099.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2259082/original.jpg', 'http://assets.superbalistcdn.co.za/2259082/original.jpg']",deep royal blue/white-orange,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Air Force 1 mid '07 - white/white,684637,2099.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2258989/original.jpg', 'http://assets.superbalistcdn.co.za/2258989/original.jpg']",White,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
"Air Force 1 '07 LV8 ""First Use""",684641,2099.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2259065/original.jpg', 'http://assets.superbalistcdn.co.za/2259065/original.jpg']",light stone/black-sail-university red,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
DBreak-type - light bone/orange-hemp-dk driftwood,684647,1699.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2258831/original.jpg', 'http://assets.superbalistcdn.co.za/2258831/original.jpg']",light bone/orange-hemp-dk driftwood,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Club C 85,740780,1099.00,Reebok,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2260105/original.jpg', 'http://assets.superbalistcdn.co.za/2260105/original.jpg']",Black/cdgry6/fiegol,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11']"
Wild rider rollin' - wild rider rollin'- puma white-orange glow,715625,1899.00,PUMA,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2260324/original.jpg', 'http://assets.superbalistcdn.co.za/2260324/original.jpg']",Puma white-orange glow,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11']"
X-ray 2 square mid wtr - x-ray 2 square mid wtr - peacoat-peacoat-future blue-high risk red-puma silver,715630,1599.00,PUMA,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2260142/original.jpg', 'http://assets.superbalistcdn.co.za/2260142/original.jpg']",Peacoat-peacoat-future blue-high risk red-puma silver,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Court Vision low - white/game royal,684627,1199.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2258823/original.jpg', 'http://assets.superbalistcdn.co.za/2258823/original.jpg']",white/game royal,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Club workout - black/white/colsha,740783,1299.00,Reebok,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2253793/original.jpg', 'http://assets.superbalistcdn.co.za/2253793/original.jpg']",Black/white/colsha,"['UK 5', 'UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Run 60s 2.0 - fz0961 - core black/ftwr white/core black,676044,1199.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2250982/original.jpg', 'http://assets.superbalistcdn.co.za/2250982/original.jpg']",Core black/ftwr white/core black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Court Tourino - ftwr white/core black,676020,1699.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2246002/original.jpg', 'http://assets.superbalistcdn.co.za/2246002/original.jpg']",Ftwr white/ftwr white/core black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 14', 'UK 13']"
Court Tourino - core black/ftwr white,676021,1699.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2251300/original.jpg', 'http://assets.superbalistcdn.co.za/2251300/original.jpg']",Core black/ftwr white/ftwr white,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
ZX 1K Boost - crew navy/semi solar gold,676030,1699.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2251091/original.jpg', 'http://assets.superbalistcdn.co.za/2251091/original.jpg']",Crew navy/semi solar gold/crew navy,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
NMD_R1 - ftwr white/sonic aqua,676038,2799.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2251288/original.jpg', 'http://assets.superbalistcdn.co.za/2251288/original.jpg']",Ftwr white/sonic aqua/ftwr white,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Courtphase - ftwr white/cloud white,676046,1399.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2251336/original.jpg', 'http://assets.superbalistcdn.co.za/2251336/original.jpg']",Ftwr white/ftwr white/cloud white,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Retrovulc - ftwr white/core black/dove grey,676048,1199.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2251316/original.jpg', 'http://assets.superbalistcdn.co.za/2251316/original.jpg']",Ftwr white/core black/dove grey,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
"ZX 10,000 C - grey/sonic fuchsia/semi solar slime",676027,2499.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2251275/original.jpg', 'http://assets.superbalistcdn.co.za/2251275/original.jpg']",Grey Five / Sonic Fuchsia / Semi Solar Slime,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Bravada - fv8085 - core black/ftwr white,676041,1199.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2250897/original.jpg', 'http://assets.superbalistcdn.co.za/2250897/original.jpg']",Core black/ftwr white,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Breaknet - fx8707 - ftwr white/core black/core black,676042,999.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2250905/original.jpg', 'http://assets.superbalistcdn.co.za/2250905/original.jpg']",Ftwr white/core black/core black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Samba recon lt - crywht/cblack/gum,642116,2499.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2233625/original.jpg', 'http://assets.superbalistcdn.co.za/2233625/original.jpg']",crywht/cblack/gum,"['UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 6', 'UK 7', 'UK 8']"
NMD_R1 primeblue - core black/gum,676018,2799.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2245822/original.jpg', 'http://assets.superbalistcdn.co.za/2245822/original.jpg']",Core black/core black/gum 2,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 14', 'UK 13']"
Superstar - core black/gold met.,676007,1699.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2251253/original.jpg', 'http://assets.superbalistcdn.co.za/2251253/original.jpg']",Core black/core black/gold met.,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Forum low - fy7756 - ftwr white/ftwr white/team royal blue,676000,1699.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2250950/original.jpg', 'http://assets.superbalistcdn.co.za/2250950/original.jpg']",Ftwr white/ftwr white/team royal blue,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Stan Smith - ftwr white/core black,676003,1499.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2245795/original.jpg', 'http://assets.superbalistcdn.co.za/2245795/original.jpg']",Ftwr white/ftwr white/core black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13', 'UK 3', 'UK 4', 'UK 4.5', 'UK 5', 'UK 5.5']"
Breaknet - fx8708 - core black/ftwr white/ftwr white,676043,999.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2250921/original.jpg', 'http://assets.superbalistcdn.co.za/2250921/original.jpg']",Core black/ftwr white/ftwr white,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
"Air Force 1 '07 LV8 ""indigo""",647359,1999.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2246920/original.jpg', 'http://assets.superbalistcdn.co.za/2246920/original.jpg']",White/obsidian-white-black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 6.5', 'UK 7.5', 'UK 8.5', 'UK 9.5', 'UK 10.5']"
ZX 1K Boost - triple black,676006,1699.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2246111/original.jpg', 'http://assets.superbalistcdn.co.za/2246111/original.jpg']",Core black/core black/core black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
NY 90 - dash grey/solar red/ftwr white,676013,1299.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2245994/original.jpg', 'http://assets.superbalistcdn.co.za/2245994/original.jpg']",Dash grey/solar red/ftwr white,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Stan Smith vulc - legend ink/red/ftwr white,676031,1399.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2246985/original.jpg', 'http://assets.superbalistcdn.co.za/2246985/original.jpg']",Legend ink/red/ftwr white,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Retrovulc - core black/ftwr white,676049,1199.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2247305/original.jpg', 'http://assets.superbalistcdn.co.za/2247305/original.jpg']",Core black/ftwr white/core black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Ozweego - cream white/core black/focus olive,676012,1999.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2247387/original.jpg', 'http://assets.superbalistcdn.co.za/2247387/original.jpg']",Cream white/core black/focus olive,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Niteball - core black/ftwr white/silver met.,676022,2499.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2246064/original.jpg', 'http://assets.superbalistcdn.co.za/2246064/original.jpg']",Core black/ftwr white/silver met.,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Stan Smith vulc - ftwr white/ambient sky/grey two,676032,1399.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2247297/original.jpg', 'http://assets.superbalistcdn.co.za/2247297/original.jpg']",Ftwr white/ambient sky/grey two,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Hoops 2.0 - ftwr white/core black,676047,1199.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2245815/original.jpg', 'http://assets.superbalistcdn.co.za/2245815/original.jpg']",ftwr white/core black/ftwr white,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
237 - black (001),689798,1499.00,New Balance ,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2247649/original.jpg', 'http://assets.superbalistcdn.co.za/2247649/original.jpg']",Black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11']"
Terrex voyager 21 h.rdy - savannah/core black/screaming orange,676779,1999.00,adidas Performance,Men - Trainers,"['https://assets.superbalistcdn.co.za/2246084/original.jpg', 'http://assets.superbalistcdn.co.za/2246084/original.jpg']","Savannah, Core Black & Screaming Orange","['UK 6', 'UK 7', 'UK 7.5', 'UK 8', 'UK 8.5', 'UK 9', 'UK 9.5', 'UK 10', 'UK 10.5', 'UK 11', 'UK 12']"
Forum mid- ftwr white/team royal blue,675998,2199.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2246933/original.jpg', 'http://assets.superbalistcdn.co.za/2246933/original.jpg']",Ftwr white/team royal blue/ftwr white,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Calow - industrial grey,670398,2199.00,G-Star RAW,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2221230/original.jpg', 'http://assets.superbalistcdn.co.za/2221230/original.jpg']",Industrial Grey,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Calow - white wp,670400,2199.00,G-Star RAW,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2221187/original.jpg', 'http://assets.superbalistcdn.co.za/2221187/original.jpg']",White wp,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Suede triplex - peacoat-high risk red-puma white,715628,1599.00,PUMA,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2243968/original.jpg', 'http://assets.superbalistcdn.co.za/2243968/original.jpg']",Navy ,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
"Blazer mid '77 ""pomegranate""",647349,1999.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2243872/original.jpg', 'http://assets.superbalistcdn.co.za/2243872/original.jpg']",Black/Solar Flare-White-Black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 6.5', 'UK 8.5', 'UK 7.5']"
"Air Force 1 '07 LV8 ""Himalayan Rhubarb""",647360,1999.00,Nike,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2243880/original.jpg', 'http://assets.superbalistcdn.co.za/2243880/original.jpg']",White/Natural-White-Black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 6.5', 'UK 7.5', 'UK 8.5', 'UK 9.5', 'UK 10.5']"
Zx 1k boost - ftwr white/core black/halo silver,676004,1699.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2065899/original.jpg', 'http://assets.superbalistcdn.co.za/2065899/original.jpg']","White, Black Core/Silver Halo","['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Suede triplex - puma black-steel gray-puma white,715627,1599.00,PUMA,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2243983/original.jpg', 'http://assets.superbalistcdn.co.za/2243983/original.jpg']",puma black-steel gray-puma white,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Forum low - fy7757 - ftwr white/ftwr white/core black,676001,1699.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2245804/original.jpg', 'http://assets.superbalistcdn.co.za/2245804/original.jpg']",Ftwr white/ftwr white/core black ,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Zx 1k boost - core black/ftwr white/black silver met.,676005,1699.00,adidas Originals,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2065914/original.jpg', 'http://assets.superbalistcdn.co.za/2065914/original.jpg']","Black, White & Silver met","['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12', 'UK 13']"
Instapump Fury OG nm - FW7699 - black/true grey 7/white,740784,1999.00,Reebok,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2242830/original.jpg', 'http://assets.superbalistcdn.co.za/2242830/original.jpg']","Black, True Grey & White","['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10']"
Cl lthr - chalk/deecob/utiyel,740781,1199.00,Reebok,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2243557/original.jpg', 'http://assets.superbalistcdn.co.za/2243557/original.jpg']",Chalk/deecob/utiyel,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11']"
Old Skool x Spongebob - off the wall,687011,1499.00,Vans,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2240396/original.jpg', 'http://assets.superbalistcdn.co.za/2240396/original.jpg']",Off the Wall,"['UK 3', 'UK 4', 'UK 5', 'UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Calow iii - industrial grey,670401,2499.00,G-Star RAW,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2221254/original.jpg', 'http://assets.superbalistcdn.co.za/2221254/original.jpg']",Industrial Grey,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Tect - industrial grey,670392,1999.00,G-Star RAW,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2221149/original.jpg', 'http://assets.superbalistcdn.co.za/2221149/original.jpg']",industrial grey,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Virtue trek - chocolate,700480,1499.00,Hi-Tec,Men - Boots,"['https://assets.superbalistcdn.co.za/2241243/original.jpg', 'http://assets.superbalistcdn.co.za/2241243/original.jpg']",Chocolate ,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Classic Slip-On x Spongebob - alohabob,687009,1199.00,Vans,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2240356/original.jpg', 'http://assets.superbalistcdn.co.za/2240356/original.jpg']",Alohabob,"['UK 3', 'UK 4', 'UK 5', 'UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11']"
Era x Spongebob - best friends,687010,1299.00,Vans,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2240425/original.jpg', 'http://assets.superbalistcdn.co.za/2240425/original.jpg']",Best Friends,"['UK 3', 'UK 4', 'UK 5', 'UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11']"
SK8-Hi x Spongebob - imaginaaation,687012,1699.00,Vans,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2240324/original.jpg', 'http://assets.superbalistcdn.co.za/2240324/original.jpg']",Imaginaaation,"['UK 3', 'UK 4', 'UK 5', 'UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11']"
Tectonic mid - black,700510,999.00,Hi-Tec,Men - Boots,"['https://assets.superbalistcdn.co.za/2241226/original.jpg', 'http://assets.superbalistcdn.co.za/2241226/original.jpg']",Black,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Tect pro q2 - shamrock,670397,2899.00,G-Star RAW,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2221271/original.jpg', 'http://assets.superbalistcdn.co.za/2221271/original.jpg']",Shamrock,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Calow - shamrock,670399,2199.00,G-Star RAW,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2221202/original.jpg', 'http://assets.superbalistcdn.co.za/2221202/original.jpg']",Shamrock,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Cl lthr - pugry3/vecnav/maroon,740789,1499.00,Reebok,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2197898/original.jpg', 'http://assets.superbalistcdn.co.za/2197898/original.jpg']",pugry3/vecnav/maroon,"['UK 5', 'UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Tect - shamrock,670393,1999.00,G-Star RAW,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2221160/original.jpg', 'http://assets.superbalistcdn.co.za/2221160/original.jpg']",shamrock,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Tect - matt asphalt,670394,1999.00,G-Star RAW,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2221173/original.jpg', 'http://assets.superbalistcdn.co.za/2221173/original.jpg']",matt asphalt,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Bw re:flex trail - white & blue ,700504,1099.00,Hi-Tec,Men - Slip-ons and Loafers,"['https://assets.superbalistcdn.co.za/2241221/original.jpg', 'http://assets.superbalistcdn.co.za/2241221/original.jpg']",White & Blue,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Club c revenge mu - white/black/legacr,740790,1199.00,Reebok,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2197624/original.jpg', 'http://assets.superbalistcdn.co.za/2197624/original.jpg']",white/black/legacr,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Tect - shamrock,670393,1999.00,G-Star RAW,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2221160/original.jpg', 'http://assets.superbalistcdn.co.za/2221160/original.jpg']",shamrock,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Tect - matt asphalt,670394,1999.00,G-Star RAW,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2221173/original.jpg', 'http://assets.superbalistcdn.co.za/2221173/original.jpg']",matt asphalt,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Tect pro q2 - industrial grey,670396,2899.00,G-Star RAW,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2221286/original.jpg', 'http://assets.superbalistcdn.co.za/2221286/original.jpg']",Industrial Grey,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Authentic x SpongeBob - airbrush,687008,1099.00,Vans,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2240285/original.jpg', 'http://assets.superbalistcdn.co.za/2240285/original.jpg']",Airbrush,"['UK 3', 'UK 4', 'UK 5', 'UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11']"
Club c stacked - black/black/rbkg06,740787,1499.00,Reebok,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2198150/original.jpg', 'http://assets.superbalistcdn.co.za/2198150/original.jpg']",black/black/rbkg06,"['UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Club c revenge - vecnav/utigrn/alabas,740798,1099.00,Reebok,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2197995/original.jpg', 'http://assets.superbalistcdn.co.za/2197995/original.jpg']",Vecnav/Utigrn/Alabaster,"['UK 5', 'UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Club c 85 - white/white/elefla,740800,1099.00,Reebok,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2198039/original.jpg', 'http://assets.superbalistcdn.co.za/2198039/original.jpg']",White/White/Elefla,"['UK 5', 'UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
Club c revenge - white/horblu/vecred,740786,1099.00,Reebok,Men - Sneakers,"['https://assets.superbalistcdn.co.za/2198103/original.jpg', 'http://assets.superbalistcdn.co.za/2198103/original.jpg']",white/horblu/vecred,"['UK 5', 'UK 6', 'UK 7', 'UK 8', 'UK 9', 'UK 10', 'UK 11', 'UK 12']"
